,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
24,2022-12-29,19:45,Championship,Matchweek 25,Thu,Home,W,2,0,Rotherham Utd,0.7,0.6,50.0,19378.0,Jonathan Hogg,3-4-3,Jeremy Simpson,Match Report,,9,3,17.4,1.0,0,0,2022,Huddersfield Town
25,2023-01-01,15:00,Championship,Matchweek 26,Sun,Home,L,1,2,Luton Town,0.5,1.0,47.0,18333.0,Jonathan Hogg,3-4-3,Matt Donohue,Match Report,,6,3,23.0,0.0,0,0,2022,Huddersfield Town
27,2023-01-14,15:00,Championship,Matchweek 27,Sat,Away,D,1,1,Hull City,1.5,1.0,32.0,17928.0,Jonathan Hogg,3-4-3,Thomas Bramall,Match Report,,8,6,13.6,0.0,0,0,2022,Huddersfield Town
28,2023-01-28,15:00,Championship,Matchweek 5,Sat,Away,L,0,2,Coventry City,0.3,0.8,56.0,17557.0,Jonathan Hogg,3-4-3,Seb Stockbridge,Match Report,,6,4,17.2,1.0,0,0,2022,Huddersfield Town
29,2023-02-04,15:00,Championship,Matchweek 30,Sat,Home,D,1,1,QPR,1.4,0.6,53.0,17954.0,Jonathan Hogg,4-3-3,Geoff Eltringham,Match Report,,6,4,14.7,1.0,0,0,2022,Huddersfield Town
30,2023-02-07,19:45,Championship,Matchweek 28,Tue,Away,D,2,2,Blackpool,1.3,1.3,54.0,11164.0,Jonathan Hogg,4-3-3,Graham Scott,Match Report,,13,6,16.9,0.0,0,0,2022,Huddersfield Town
31,2023-02-11,15:00,Championship,Matchweek 31,Sat,Away,L,0,1,Wigan Athletic,0.2,0.5,46.0,12268.0,Jonathan Hogg,4-3-3,Gavin Ward,Match Report,,5,2,23.5,1.0,0,0,2022,Huddersfield Town
32,2023-02-15,19:45,Championship,Matchweek 32,Wed,Away,L,0,3,Stoke City,0.5,2.3,45.0,17700.0,Jonathan Hogg,4-3-3,James Linington,Match Report,,4,1,13.5,1.0,0,0,2022,Huddersfield Town
33,2023-02-18,15:00,Championship,Matchweek 33,Sat,Home,W,2,1,Birmingham City,1.2,1.6,42.0,19564.0,Jonathan Hogg,3-5-2,John Busby,Match Report,,13,6,14.2,0.0,0,0,2022,Huddersfield Town
34,2023-02-25,15:00,Championship,Matchweek 34,Sat,Away,L,0,4,Burnley,0.3,3.5,24.0,20711.0,Tom Lees,4-2-3-1,Matt Donohue,Match Report,,8,1,22.6,0.0,0,0,2022,Huddersfield Town
35,2023-03-04,15:00,Championship,Matchweek 35,Sat,Home,L,0,4,Coventry City,1.1,1.8,46.0,19958.0,Jonathan Hogg,3-5-2,David Webb,Match Report,,13,3,15.9,0.0,0,0,2022,Huddersfield Town
36,2023-03-07,19:45,Championship,Matchweek 29,Tue,Home,D,0,0,Bristol City,0.5,1.1,35.0,17177.0,Jonathan Hogg,4-2-3-1,Leigh Doughty,Match Report,,9,3,19.6,0.0,0,0,2022,Huddersfield Town
37,2023-03-11,15:00,Championship,Matchweek 36,Sat,Away,L,0,1,West Brom,0.5,1.7,31.0,24685.0,Jonathan Hogg,4-2-3-1,Dean Whitestone,Match Report,,4,1,9.8,0.0,0,0,2022,Huddersfield Town
38,2023-03-15,19:45,Championship,Matchweek 37,Wed,Home,D,1,1,Norwich City,0.5,0.8,34.0,18116.0,Jonathan Hogg,4-4-2,Keith Stroud,Match Report,,11,0,22.0,1.0,0,0,2022,Huddersfield Town
39,2023-03-18,15:00,Championship,Matchweek 38,Sat,Away,W,1,0,Millwall,0.3,1.2,30.0,14968.0,Jonathan Hogg,4-2-3-1,Andrew Davies,Match Report,,4,2,16.1,0.0,0,0,2022,Huddersfield Town
40,2023-04-01,15:00,Championship,Matchweek 39,Sat,Home,W,4,2,Middlesbrough,2.1,2.3,25.0,20186.0,Jonathan Hogg,4-2-3-1,John Busby,Match Report,,13,4,16.9,0.0,0,0,2022,Huddersfield Town
41,2023-04-07,15:00,Championship,Matchweek 40,Fri,Away,W,3,2,Watford,0.7,1.1,27.0,19511.0,Jonathan Hogg,3-4-1-2,David Webb,Match Report,,8,4,12.9,0.0,0,0,2022,Huddersfield Town
42,2023-04-10,12:30,Championship,Matchweek 41,Mon,Home,D,2,2,Blackburn,1.3,2.5,20.0,20887.0,Jonathan Hogg,5-4-1,Stephen Martin,Match Report,,9,2,14.7,1.0,0,0,2022,Huddersfield Town
43,2023-04-15,15:00,Championship,Matchweek 42,Sat,Away,L,0,1,Swansea City,0.7,1.8,24.0,16686.0,Jonathan Hogg,3-5-1-1,Matt Donohue,Match Report,,9,1,13.7,1.0,0,0,2022,Huddersfield Town
44,2023-04-18,19:45,Championship,Matchweek 43,Tue,Away,D,1,1,Sunderland,0.6,1.7,39.0,37065.0,Tom Lees,4-2-3-1,Leigh Doughty,Match Report,,13,3,20.0,0.0,0,0,2022,Huddersfield Town
45,2023-04-30,12:00,Championship,Matchweek 45,Sun,Away,W,2,1,Cardiff City,2.4,0.8,42.0,26804.0,Jonathan Hogg,4-2-3-1,Michael Salisbury,Match Report,,20,3,15.5,0.0,0,0,2022,Huddersfield Town
46,2023-05-04,19:45,Championship,Matchweek 44,Thu,Home,W,1,0,Sheffield Utd,0.5,0.8,32.0,20172.0,Jonathan Hogg,3-4-3,John Busby,Match Report,,7,2,18.4,0.0,0,0,2022,Huddersfield Town
47,2023-05-08,15:00,Championship,Matchweek 46,Mon,Home,W,2,0,Reading,1.0,0.5,45.0,21585.0,Tom Lees,4-2-3-1,Joshua Smith,Match Report,,13,6,17.7,0.0,0,0,2022,Huddersfield Town
0,2022-07-30,15:00,Championship,Matchweek 1,Sat,Home,D,1,1,Swansea City,0.6,0.6,27.0,10454.0,Richard Wood,3-1-4-2,Matt Donohue,Match Report,,9,8,15.2,0.0,0,0,2022,Rotherham United
2,2022-08-13,15:00,Championship,Matchweek 3,Sat,Home,W,4,0,Reading,2.1,0.8,48.0,9263.0,Richard Wood,3-1-4-2,Steve Martin,Match Report,,11,4,12.2,0.0,0,0,2022,Rotherham United
3,2022-08-16,19:45,Championship,Matchweek 4,Tue,Away,D,0,0,Preston,0.3,2.1,38.0,14479.0,Ben Wiles,3-1-4-2,Oliver Langford,Match Report,,5,1,16.1,0.0,0,0,2022,Rotherham United
4,2022-08-20,15:00,Championship,Matchweek 5,Sat,Away,D,1,1,QPR,0.5,1.5,40.0,12230.0,Richard Wood,3-1-4-2,Andy Woolmer,Match Report,,6,2,18.9,0.0,0,0,2022,Rotherham United
6,2022-08-27,15:00,Championship,Matchweek 6,Sat,Home,W,2,0,Birmingham City,2.9,1.1,57.0,11027.0,Richard Wood,3-1-4-2,Gavin Ward,Match Report,,19,5,13.2,0.0,0,1,2022,Rotherham United
7,2022-08-31,19:45,Championship,Matchweek 7,Wed,Away,L,0,3,Sunderland,0.3,2.1,46.0,36530.0,Richard Wood,3-1-4-2,Tony Harrington,Match Report,,7,3,20.6,0.0,0,0,2022,Rotherham United
8,2022-09-03,15:00,Championship,Matchweek 8,Sat,Home,D,1,1,Watford,0.7,1.1,36.0,10607.0,Richard Wood,3-1-4-2,Leigh Doughty,Match Report,,9,3,20.7,2.0,0,0,2022,Rotherham United
9,2022-09-14,19:45,Championship,Matchweek 10,Wed,Home,W,3,0,Blackpool,2.4,0.4,49.0,9105.0,Richard Wood,3-1-4-2,Michael Salisbury,Match Report,,11,4,12.2,0.0,0,0,2022,Rotherham United
10,2022-09-17,19:45,Championship,Matchweek 11,Sat,Away,D,0,0,Middlesbrough,0.1,1.1,44.0,22960.0,Richard Wood,3-1-4-2,Tim Robinson,Match Report,,3,0,21.7,0.0,0,0,2022,Rotherham United
11,2022-10-01,15:00,Championship,Matchweek 12,Sat,Home,L,0,2,Wigan Athletic,0.7,1.8,53.0,10761.0,Richard Wood,3-1-4-2,Andrew Davies,Match Report,,12,2,15.2,1.0,0,0,2022,Rotherham United
12,2022-10-05,19:45,Championship,Matchweek 13,Wed,Home,D,1,1,Millwall,1.1,1.5,48.0,8618.0,Richard Wood,3-1-4-2,Dean Whitestone,Match Report,,9,0,25.8,0.0,1,1,2022,Rotherham United
13,2022-10-08,15:00,Championship,Matchweek 14,Sat,Away,L,0,3,Blackburn,0.7,2.2,46.0,12233.0,Ben Wiles,3-5-2,Oliver Langford,Match Report,,9,2,19.2,0.0,0,0,2022,Rotherham United
14,2022-10-15,12:30,Championship,Matchweek 15,Sat,Home,W,2,1,Huddersfield,1.2,0.5,48.0,11006.0,Richard Wood,3-1-4-2,Jeremy Simpson,Match Report,,10,4,16.7,1.0,0,0,2022,Rotherham United
15,2022-10-18,20:00,Championship,Matchweek 16,Tue,Away,W,1,0,Stoke City,0.1,2.2,32.0,18036.0,Ben Wiles,3-4-3,Gavin Ward,Match Report,,4,1,28.4,0.0,0,0,2022,Rotherham United
16,2022-10-22,15:00,Championship,Matchweek 17,Sat,Home,L,2,4,Hull City,1.2,2.5,43.0,11220.0,Richard Wood,3-1-4-2,Steve Martin,Match Report,,11,3,16.6,1.0,0,0,2022,Rotherham United
17,2022-10-25,19:45,Championship,Matchweek 2,Tue,Away,D,2,2,Coventry City,1.6,2.2,48.0,18953.0,Ben Wiles,3-1-4-2,Andrew Davies,Match Report,,10,4,10.7,0.0,0,0,2022,Rotherham United
18,2022-10-29,15:00,Championship,Matchweek 18,Sat,Away,L,0,1,Cardiff City,0.1,2.0,38.0,17395.0,Richard Wood,3-1-4-2,Oliver Langford,Match Report,,3,0,23.8,0.0,0,0,2022,Rotherham United
19,2022-11-02,19:45,Championship,Matchweek 19,Wed,Away,L,2,3,Burnley,0.6,3.4,30.0,17572.0,Ben Wiles,5-4-1,Leigh Doughty,Match Report,,8,5,15.2,0.0,0,0,2022,Rotherham United
20,2022-11-05,15:00,Championship,Matchweek 20,Sat,Home,L,1,2,Norwich City,1.0,2.0,52.0,10913.0,Richard Wood,3-5-1-1,Dean Whitestone,Match Report,,10,4,14.5,0.0,0,0,2022,Rotherham United
21,2022-11-08,19:45,Championship,Matchweek 9,Tue,Away,W,1,0,Sheffield Utd,0.6,1.0,34.0,30700.0,Ben Wiles,5-4-1,Keith Stroud,Match Report,,4,2,15.5,0.0,0,0,2022,Rotherham United
22,2022-11-12,15:00,Championship,Matchweek 21,Sat,Away,D,1,1,Luton Town,0.4,1.4,47.0,10071.0,Ben Wiles,5-4-1,Steve Martin,Match Report,,8,2,20.1,2.0,0,0,2022,Rotherham United
23,2022-12-10,12:30,Championship,Matchweek 22,Sat,Home,L,1,3,Bristol City,1.5,1.5,55.0,10167.0,Richard Wood,3-1-4-2,Samuel Barrott,Match Report,,16,5,17.3,0.0,0,0,2022,Rotherham United
24,2022-12-17,15:00,Championship,Matchweek 23,Sat,Away,L,0,3,West Brom,0.3,2.6,49.0,22519.0,Ben Wiles,3-4-3,John Busby,Match Report,,2,1,11.7,0.0,0,0,2022,Rotherham United
25,2022-12-26,15:00,Championship,Matchweek 24,Mon,Home,D,2,2,Stoke City,1.0,2.8,42.0,11517.0,Richard Wood,3-1-4-2,David Webb,Match Report,,5,1,14.1,0.0,0,0,2022,Rotherham United
26,2022-12-29,19:45,Championship,Matchweek 25,Thu,Away,L,0,2,Huddersfield,0.6,0.7,50.0,19378.0,Daniel Barlaser,3-1-4-2,Jeremy Simpson,Match Report,,7,2,12.6,0.0,0,0,2022,Rotherham United
27,2023-01-01,15:00,Championship,Matchweek 26,Sun,Away,L,0,3,Millwall,0.5,3.1,39.0,12899.0,Richard Wood,3-4-3,Gavin Ward,Match Report,,5,1,15.7,0.0,0,0,2022,Rotherham United
29,2023-01-14,12:30,Championship,Matchweek 27,Sat,Home,W,4,0,Blackburn,0.5,0.9,26.0,10345.0,Daniel Barlaser,4-3-3,Dean Whitestone,Match Report,,8,4,21.4,0.0,0,0,2022,Rotherham United
30,2023-01-21,15:00,Championship,Matchweek 28,Sat,Away,D,1,1,Watford,1.3,2.0,42.0,18911.0,Daniel Barlaser,4-3-3,David Webb,Match Report,,12,5,18.8,0.0,0,0,2022,Rotherham United
31,2023-02-04,12:30,Championship,Matchweek 30,Sat,Home,D,0,0,Sheffield Utd,0.4,1.1,38.0,11485.0,Oliver Rathbone,4-3-3,Graham Scott,Match Report,,6,3,18.9,0.0,0,0,2022,Rotherham United
32,2023-02-11,15:00,Championship,Matchweek 31,Sat,Away,D,0,0,Blackpool,0.8,0.7,54.0,12262.0,Oliver Rathbone,4-3-3,Joshua Smith,Match Report,,10,2,17.9,1.0,0,0,2022,Rotherham United
33,2023-02-14,20:00,Championship,Matchweek 32,Tue,Away,L,1,2,Reading,1.1,1.1,48.0,9492.0,Oliver Rathbone,4-4-2,John Busby,Match Report,,13,1,18.7,1.0,0,0,2022,Rotherham United
34,2023-02-18,15:00,Championship,Matchweek 33,Sat,Home,L,0,2,Coventry City,0.8,0.9,52.0,10865.0,Oliver Rathbone,4-2-3-1,Keith Stroud,Match Report,,11,1,19.4,0.0,0,0,2022,Rotherham United
35,2023-02-21,19:45,Championship,Matchweek 29,Tue,Home,W,2,1,Sunderland,0.5,1.3,37.0,10522.0,Oliver Rathbone,4-4-1-1,Chris Kavanagh,Match Report,,7,3,16.7,0.0,0,0,2022,Rotherham United
36,2023-02-27,20:00,Championship,Matchweek 34,Mon,Away,D,1,1,Swansea City,1.8,0.7,36.0,15144.0,Oliver Rathbone,4-4-1-1,Gavin Ward,Match Report,,14,3,14.7,2.0,0,0,2022,Rotherham United
37,2023-03-04,15:00,Championship,Matchweek 35,Sat,Home,W,3,1,QPR,2.5,1.6,48.0,10563.0,Jordan Hugill,4-3-3,Darren Bond,Match Report,,15,8,19.2,0.0,1,1,2022,Rotherham United
38,2023-03-11,15:00,Championship,Matchweek 36,Sat,Away,L,0,2,Birmingham City,0.6,0.9,58.0,15932.0,Jordan Hugill,4-3-3,Geoff Eltringham,Match Report,,13,1,21.3,1.0,0,0,2022,Rotherham United
39,2023-03-14,19:45,Championship,Matchweek 37,Tue,Home,L,1,2,Preston,0.7,0.8,46.0,9003.0,Jordan Hugill,4-3-3,Steve Martin,Match Report,,6,1,13.6,0.0,0,0,2022,Rotherham United
40,2023-04-01,15:00,Championship,Matchweek 39,Sat,Away,D,0,0,Hull City,0.6,1.6,33.0,23432.0,Jordan Hugill,4-3-3,David Webb,Match Report,,4,0,9.6,0.0,0,0,2022,Rotherham United
41,2023-04-07,13:00,Championship,Matchweek 40,Fri,Home,W,3,1,West Brom,2.9,1.1,45.0,11098.0,Jordan Hugill,4-3-3,Tim Robinson,Match Report,,23,9,14.3,0.0,0,0,2022,Rotherham United
42,2023-04-10,15:00,Championship,Matchweek 41,Mon,Away,D,0,0,Norwich City,0.5,1.5,34.0,26269.0,Oliver Rathbone,4-1-4-1,Jeremy Simpson,Match Report,,6,2,18.9,0.0,0,0,2022,Rotherham United
43,2023-04-15,15:00,Championship,Matchweek 42,Sat,Home,L,0,2,Luton Town,0.2,1.9,46.0,11009.0,Jordan Hugill,3-5-2,Leigh Doughty,Match Report,,4,0,27.2,1.0,0,0,2022,Rotherham United
44,2023-04-18,19:45,Championship,Matchweek 43,Tue,Home,D,2,2,Burnley,0.8,1.8,31.0,10566.0,Richard Wood,4-2-3-1,Robert Madley,Match Report,,9,5,15.3,0.0,0,0,2022,Rotherham United
45,2023-04-22,15:00,Championship,Matchweek 44,Sat,Away,L,1,2,Bristol City,1.1,2.6,47.0,19350.0,Jordan Hugill,4-2-3-1,Joshua Smith,Match Report,,6,2,21.6,0.0,1,1,2022,Rotherham United
46,2023-04-27,20:00,Championship,Matchweek 38,Thu,Home,L,1,2,Cardiff City,0.9,2.1,47.0,10219.0,Richard Wood,3-1-4-2,Oliver Langford,Match Report,,8,3,18.4,0.0,0,0,2022,Rotherham United
47,2023-05-01,13:00,Championship,Matchweek 45,Mon,Home,W,1,0,Middlesbrough,0.3,0.8,24.0,11508.0,Richard Wood,4-2-3-1,Keith Stroud,Match Report,,4,1,21.8,1.0,0,0,2022,Rotherham United
48,2023-05-08,15:00,Championship,Matchweek 46,Mon,Away,D,0,0,Wigan Athletic,0.4,1.0,43.0,17788.0,Richard Wood,3-4-3,Tim Robinson,Match Report,,7,2,15.7,1.0,0,0,2022,Rotherham United
0,2022-07-30,15:00,Championship,Matchweek 1,Sat,Away,L,0,1,Blackburn,0.1,0.3,50.0,14315.0,Stefan Johansen,3-4-3,Thomas Bramall,Match Report,,4,0,25.2,0.0,0,0,2022,Queens Park Rangers
1,2022-08-06,15:00,Championship,Matchweek 2,Sat,Home,W,3,2,Middlesbrough,1.4,1.3,42.0,15796.0,Stefan Johansen,4-2-3-1,Joshua Smith,Match Report,,10,5,21.0,1.0,0,0,2022,Queens Park Rangers
3,2022-08-13,15:00,Championship,Matchweek 3,Sat,Away,D,2,2,Sunderland,1.3,1.6,48.0,37884.0,Stefan Johansen,4-1-4-1,Jeremy Simpson,Match Report,,20,4,17.4,1.0,0,0,2022,Queens Park Rangers
4,2022-08-16,20:00,Championship,Matchweek 4,Tue,Home,L,0,1,Blackpool,0.8,1.1,59.0,12575.0,Stefan Johansen,4-3-3,Andrew Davies,Match Report,,12,6,23.7,0.0,0,0,2022,Queens Park Rangers
5,2022-08-20,15:00,Championship,Matchweek 5,Sat,Home,D,1,1,Rotherham Utd,1.5,0.5,60.0,12230.0,Stefan Johansen,4-2-3-1,Andy Woolmer,Match Report,,17,5,16.1,0.0,0,0,2022,Queens Park Rangers
6,2022-08-27,15:00,Championship,Matchweek 6,Sat,Away,W,3,2,Watford,1.1,1.1,42.0,19977.0,Stefan Johansen,4-2-3-1,Keith Stroud,Match Report,,10,5,16.1,0.0,0,0,2022,Queens Park Rangers
7,2022-08-30,19:45,Championship,Matchweek 7,Tue,Home,W,3,1,Hull City,1.3,0.9,50.0,12716.0,Stefan Johansen,4-3-3,Steve Martin,Match Report,,11,7,18.7,1.0,0,0,2022,Queens Park Rangers
8,2022-09-03,15:00,Championship,Matchweek 8,Sat,Away,L,0,1,Swansea City,0.5,2.1,54.0,15935.0,Stefan Johansen,4-3-3,Oliver Langford,Match Report,,8,3,17.3,0.0,0,0,2022,Queens Park Rangers
9,2022-09-14,19:45,Championship,Matchweek 10,Wed,Away,W,2,0,Millwall,1.0,0.8,42.0,13384.0,Stefan Johansen,4-3-3,Tim Robinson,Match Report,,13,4,18.3,0.0,0,0,2022,Queens Park Rangers
10,2022-09-17,15:00,Championship,Matchweek 11,Sat,Home,D,0,0,Stoke City,1.6,0.5,55.0,14174.0,Stefan Johansen,4-3-3,Matt Donohue,Match Report,,20,5,17.4,0.0,0,0,2022,Queens Park Rangers
11,2022-10-01,15:00,Championship,Matchweek 12,Sat,Away,W,2,1,Bristol City,1.8,1.0,43.0,21665.0,Stefan Johansen,4-3-3,Jeremy Simpson,Match Report,,15,5,17.1,0.0,0,0,2022,Queens Park Rangers
12,2022-10-04,19:45,Championship,Matchweek 13,Tue,Away,W,1,0,Sheffield Utd,1.0,1.1,36.0,26636.0,Ilias Chair,4-3-3,James Linington,Match Report,,10,3,17.4,0.0,0,0,2022,Queens Park Rangers
13,2022-10-07,20:00,Championship,Matchweek 14,Fri,Home,W,2,1,Reading,1.8,1.1,64.0,16656.0,Stefan Johansen,4-3-3,Thomas Bramall,Match Report,,10,4,18.6,0.0,1,1,2022,Queens Park Rangers
14,2022-10-15,12:30,Championship,Matchweek 15,Sat,Away,L,1,3,Luton Town,0.8,2.0,59.0,10011.0,Ilias Chair,4-3-3,Tony Harrington,Match Report,,11,4,18.0,1.0,0,0,2022,Queens Park Rangers
15,2022-10-19,19:45,Championship,Matchweek 16,Wed,Home,W,3,0,Cardiff City,2.5,0.1,69.0,12805.0,Stefan Johansen,4-2-3-1,James Linington,Match Report,,21,9,21.7,2.0,1,1,2022,Queens Park Rangers
16,2022-10-22,15:00,Championship,Matchweek 17,Sat,Home,W,2,1,Wigan Athletic,0.8,1.4,45.0,16353.0,Stefan Johansen,4-2-3-1,Dean Whitestone,Match Report,,9,4,16.8,0.0,0,0,2022,Queens Park Rangers
17,2022-10-28,20:00,Championship,Matchweek 18,Fri,Away,L,0,2,Birmingham City,1.7,0.7,64.0,19007.0,Stefan Johansen,4-2-3-1,Tim Robinson,Match Report,,14,3,19.9,2.0,0,1,2022,Queens Park Rangers
18,2022-11-02,19:45,Championship,Matchweek 19,Wed,Away,D,0,0,Norwich City,0.6,1.7,35.0,25458.0,Ilias Chair,4-2-3-1,Andrew Davies,Match Report,,14,4,20.7,0.0,0,0,2022,Queens Park Rangers
19,2022-11-05,15:00,Championship,Matchweek 20,Sat,Home,L,0,1,West Brom,0.6,1.7,52.0,17139.0,Ilias Chair,4-3-3,Thomas Bramall,Match Report,,9,2,17.7,0.0,0,0,2022,Queens Park Rangers
20,2022-11-08,19:45,Championship,Matchweek 9,Tue,Home,L,1,2,Huddersfield,2.4,1.3,71.0,12769.0,Ilias Chair,4-2-3-1,Gavin Ward,Match Report,,36,6,19.3,0.0,0,0,2022,Queens Park Rangers
21,2022-11-12,15:00,Championship,Matchweek 21,Sat,Away,L,0,2,Coventry City,0.8,1.3,51.0,23201.0,Ilias Chair,4-3-3,Keith Stroud,Match Report,,11,1,17.5,0.0,0,0,2022,Queens Park Rangers
22,2022-12-11,13:00,Championship,Matchweek 22,Sun,Home,L,0,3,Burnley,0.9,1.1,43.0,14299.0,Sam Field,4-3-3,Peter Bankes,Match Report,,9,2,13.5,0.0,0,0,2022,Queens Park Rangers
23,2022-12-17,15:00,Championship,Matchweek 23,Sat,Away,W,1,0,Preston,1.2,1.2,47.0,14534.0,Sam Field,4-3-3,Oliver Langford,Match Report,,17,6,17.2,0.0,0,0,2022,Queens Park Rangers
24,2022-12-26,17:15,Championship,Matchweek 24,Mon,Away,D,0,0,Cardiff City,0.4,0.9,53.0,18549.0,Sam Field,4-3-3,Keith Stroud,Match Report,,10,1,21.2,2.0,0,0,2022,Queens Park Rangers
25,2022-12-29,18:00,Championship,Matchweek 25,Thu,Home,L,0,3,Luton Town,1.1,0.9,66.0,16030.0,Sam Field,4-2-3-1,Gavin Ward,Match Report,,8,2,13.9,0.0,0,0,2022,Queens Park Rangers
26,2023-01-02,20:00,Championship,Matchweek 26,Mon,Home,D,1,1,Sheffield Utd,1.2,1.4,44.0,14151.0,Sam Field,4-2-3-1,Joshua Smith,Match Report,,15,2,20.5,0.0,0,0,2022,Queens Park Rangers
28,2023-01-14,15:00,Championship,Matchweek 27,Sat,Away,D,2,2,Reading,2.0,1.5,62.0,14186.0,Sam Field,4-2-3-1,Darren Bond,Match Report,,17,4,15.6,2.0,0,0,2022,Queens Park Rangers
29,2023-01-21,15:00,Championship,Matchweek 28,Sat,Home,D,1,1,Swansea City,1.4,1.2,34.0,16110.0,Sam Field,4-2-3-1,John Busby,Match Report,,15,4,16.7,0.0,0,0,2022,Queens Park Rangers
30,2023-01-28,15:00,Championship,Matchweek 29,Sat,Away,L,0,3,Hull City,0.3,1.1,59.0,16418.0,Sam Field,4-2-3-1,James Linington,Match Report,,5,2,14.3,0.0,0,0,2022,Queens Park Rangers
31,2023-02-04,15:00,Championship,Matchweek 30,Sat,Away,D,1,1,Huddersfield,0.6,1.4,47.0,17954.0,Stefan Johansen,4-3-3,Geoff Eltringham,Match Report,,11,2,17.9,0.0,0,0,2022,Queens Park Rangers
32,2023-02-11,15:00,Championship,Matchweek 31,Sat,Home,L,1,2,Millwall,0.5,1.7,64.0,15335.0,Stefan Johansen,4-4-2,Dean Whitestone,Match Report,,9,2,18.7,0.0,0,0,2022,Queens Park Rangers
33,2023-02-14,19:45,Championship,Matchweek 32,Tue,Home,L,0,3,Sunderland,1.2,2.0,55.0,14471.0,Sam Field,4-4-2,Peter Bankes,Match Report,,6,1,21.8,0.0,0,1,2022,Queens Park Rangers
34,2023-02-18,15:00,Championship,Matchweek 33,Sat,Away,L,1,3,Middlesbrough,0.7,2.3,40.0,27456.0,Sam Field,4-4-2,David Webb,Match Report,,10,2,17.7,1.0,0,0,2022,Queens Park Rangers
35,2023-02-25,15:00,Championship,Matchweek 34,Sat,Home,L,1,3,Blackburn,0.9,1.9,54.0,15715.0,Stefan Johansen,4-3-3,Leigh Doughty,Match Report,,11,2,20.2,1.0,0,0,2022,Queens Park Rangers
36,2023-03-04,15:00,Championship,Matchweek 35,Sat,Away,L,1,3,Rotherham Utd,1.6,2.5,52.0,10563.0,Stefan Johansen,4-3-3,Darren Bond,Match Report,,13,2,17.0,0.0,1,1,2022,Queens Park Rangers
37,2023-03-11,15:00,Championship,Matchweek 36,Sat,Home,W,1,0,Watford,0.5,0.8,41.0,17247.0,Chris Martin,3-1-4-2,James Linington,Match Report,,11,4,19.5,0.0,0,0,2022,Queens Park Rangers
38,2023-03-14,19:45,Championship,Matchweek 37,Tue,Away,L,1,6,Blackpool,0.8,2.7,60.0,10051.0,Chris Martin,3-1-4-2,Jeremy Simpson,Match Report,,7,1,11.6,0.0,0,0,2022,Queens Park Rangers
39,2023-03-18,15:00,Championship,Matchweek 38,Sat,Home,L,0,1,Birmingham City,1.3,0.7,58.0,15097.0,Chris Martin,3-1-4-2,Keith Stroud,Match Report,,16,2,16.4,0.0,0,0,2022,Queens Park Rangers
40,2023-04-01,15:00,Championship,Matchweek 39,Sat,Away,L,0,1,Wigan Athletic,0.8,1.2,49.0,12608.0,Stefan Johansen,3-1-4-2,Gavin Ward,Match Report,,8,3,17.5,0.0,0,0,2022,Queens Park Rangers
41,2023-04-07,15:00,Championship,Matchweek 40,Fri,Home,L,0,2,Preston,1.2,0.9,46.0,14620.0,Stefan Johansen,3-4-1-2,Geoff Eltringham,Match Report,,10,1,13.2,0.0,0,0,2022,Queens Park Rangers
42,2023-04-10,15:00,Championship,Matchweek 41,Mon,Away,D,2,2,West Brom,1.7,2.0,43.0,23969.0,Chris Martin,3-1-4-2,Matt Donohue,Match Report,,14,2,18.0,0.0,0,0,2022,Queens Park Rangers
43,2023-04-15,15:00,Championship,Matchweek 42,Sat,Home,L,0,3,Coventry City,0.3,2.2,47.0,16713.0,Chris Martin,4-4-2,Michael Salisbury,Match Report,,6,2,23.8,2.0,0,0,2022,Queens Park Rangers
44,2023-04-19,19:45,Championship,Matchweek 43,Wed,Home,D,1,1,Norwich City,1.6,2.1,32.0,14132.0,Chris Martin,4-4-2,Keith Stroud,Match Report,,7,2,18.4,0.0,0,0,2022,Queens Park Rangers
45,2023-04-22,15:00,Championship,Matchweek 44,Sat,Away,W,2,1,Burnley,0.7,2.0,20.0,20027.0,Sam Field,4-4-2,Dean Whitestone,Match Report,,6,5,14.9,0.0,0,0,2022,Queens Park Rangers
46,2023-04-29,15:00,Championship,Matchweek 45,Sat,Away,W,1,0,Stoke City,0.7,0.9,22.0,22486.0,Sam Field,4-4-2,Leigh Doughty,Match Report,,4,4,17.7,0.0,0,0,2022,Queens Park Rangers
47,2023-05-08,15:00,Championship,Matchweek 46,Mon,Home,L,0,2,Bristol City,1.3,1.8,39.0,17335.0,Sam Field,4-4-2,Andy Woolmer,Match Report,,17,0,15.4,0.0,0,0,2022,Queens Park Rangers
0,2022-07-30,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Norwich City,0.1,0.3,45.0,19969.0,Ryan Wintle,4-2-3-1,Tim Robinson,Match Report,,3,2,24.8,0.0,0,0,2022,Cardiff City
1,2022-08-06,15:00,Championship,Matchweek 2,Sat,Away,L,1,2,Reading,0.5,1.4,60.0,13866.0,Ryan Wintle,4-2-3-1,Darren England,Match Report,,6,2,15.7,0.0,0,0,2022,Cardiff City
3,2022-08-13,12:30,Championship,Matchweek 3,Sat,Home,W,1,0,Birmingham City,2.6,0.1,57.0,18893.0,Ryan Wintle,4-2-3-1,Darren Bond,Match Report,,16,7,17.2,0.0,0,0,2022,Cardiff City
